number;title;kp_rating;imbd_rating;year;url;_utc_timestamp
23;Матрица;8.49;8.7;1999;https://www.kinopoisk.ru/film/301;2020-01-03 11:24:11
321;Маска;7.974;6.9;1994;https://www.kinopoisk.ru/film/6039;2020-01-03 11:24:19
240;Мандарины;8.065;8.2;2013;https://www.kinopoisk.ru/film/772017;2020-01-03 11:24:19
110;Мальчик в полосатой пижаме;8.173;7.8;2008;https://www.kinopoisk.ru/film/281251;2020-01-03 11:24:11
106;Малышка на миллион;8.074;8.1;2004;https://www.kinopoisk.ru/film/81297;2020-01-03 11:24:11
76;Малыш;8.244;8.3;1921;https://www.kinopoisk.ru/film/2127;2020-01-03 11:24:11
253;Максим Перепелица;8.134;7.7;1955;https://www.kinopoisk.ru/film/46512;2020-01-03 11:24:19
365;Мадагаскар;7.892;6.9;2005;https://www.kinopoisk.ru/film/6006;2020-01-03 11:24:19
414;М убийца;7.946;8.3;1931;https://www.kinopoisk.ru/film/373;2020-01-03 11:24:27
258;Люди в черном;7.967;7.3;1997;https://www.kinopoisk.ru/film/1091;2020-01-03 11:24:19
127;Любовь и голуби;8.263;8.1;1984;https://www.kinopoisk.ru/film/45146;2020-01-03 11:24:11
377;Лучшее предложение;7.96;7.8;2012;https://www.kinopoisk.ru/film/681849;2020-01-03 11:24:19
484;Лоуренс Аравийский;8.021;8.3;1962;https://www.kinopoisk.ru/film/347;2020-01-03 11:24:27
146;Лицо со шрамом;8.183;8.3;1983;https://www.kinopoisk.ru/film/4695;2020-01-03 11:24:11
255;Лис и пёс;8.175;7.3;1981;https://www.kinopoisk.ru/film/16117;2020-01-03 11:24:19
74;Летят журавли;8.291;8.3;1957;https://www.kinopoisk.ru/film/7724;2020-01-03 11:24:11
6;Леон;8.681;8.5;1994;https://www.kinopoisk.ru/film/389;2020-01-03 11:24:11
148;Ледниковый период;8.016;7.5;2002;https://www.kinopoisk.ru/film/707;2020-01-03 11:24:11
244;Леди и бродяга;8.169;7.3;1955;https://www.kinopoisk.ru/film/8227;2020-01-03 11:24:19
335;Легенды осени;7.987;7.5;1994;https://www.kinopoisk.ru/film/8827;2020-01-03 11:24:19
195;Легенда №17;7.971;7.5;2012;https://www.kinopoisk.ru/film/601564;2020-01-03 11:24:11
132;Легенда о пианисте;8.139;8.1;1998;https://www.kinopoisk.ru/film/8335;2020-01-03 11:24:11
273;Ла-Ла Ленд;7.891;8.0;2016;https://www.kinopoisk.ru/film/841081;2020-01-03 11:24:19
274;Курьер;8.038;8.0;1986;https://www.kinopoisk.ru/film/45028;2020-01-03 11:24:19
224;Крупная рыба;7.95;8.0;2003;https://www.kinopoisk.ru/film/9617;2020-01-03 11:24:19
14;Криминальное чтиво;8.619;8.9;1994;https://www.kinopoisk.ru/film/342;2020-01-03 11:24:11
389;Крестный отец 3;7.948;7.6;1990;https://www.kinopoisk.ru/film/4500;2020-01-03 11:24:19
60;Крестный отец 2;8.541;9.0;1974;https://www.kinopoisk.ru/film/327;2020-01-03 11:24:11
13;Крестный отец;8.734;9.2;1972;https://www.kinopoisk.ru/film/325;2020-01-03 11:24:11
220;Крепкий орешек;8.02;8.2;1988;https://www.kinopoisk.ru/film/471;2020-01-03 11:24:19
178;Красота по-американски;7.969;8.3;1999;https://www.kinopoisk.ru/film/351;2020-01-03 11:24:11
83;Красавица и чудовище;8.27;8.0;1991;https://www.kinopoisk.ru/film/540;2020-01-03 11:24:11
242;Крамер против Крамера;7.988;7.8;1979;https://www.kinopoisk.ru/film/1902;2020-01-03 11:24:19
381;Кошмар перед Рождеством;8.044;8.0;1993;https://www.kinopoisk.ru/film/8222;2020-01-03 11:24:19
498;Коты-аристократы;8.08;7.1;1970;https://www.kinopoisk.ru/film/26656;2020-01-03 11:24:27
164;Корпорация монстров;8.073;8.0;2001;https://www.kinopoisk.ru/film/458;2020-01-03 11:24:11
149;Король говорит!;7.977;8.0;2010;https://www.kinopoisk.ru/film/485311;2020-01-03 11:24:11
478;Король Лир;8.089;8.1;1970;https://www.kinopoisk.ru/film/44924;2020-01-03 11:24:27
8;Король Лев;8.773;8.5;1994;https://www.kinopoisk.ru/film/2360;2020-01-03 11:24:11
291;Кокаин;7.98;7.6;2001;https://www.kinopoisk.ru/film/616;2020-01-03 11:24:19
497;Когда деревья были большими;8.026;7.7;1961;https://www.kinopoisk.ru/film/44838;2020-01-03 11:24:27
355;Ко мне, Мухтар!;8.077;7.7;1964;https://www.kinopoisk.ru/film/44835;2020-01-03 11:24:19
371;Клуб «Завтрак»;8.025;7.9;1985;https://www.kinopoisk.ru/film/21844;2020-01-03 11:24:19
92;Клаус;8.638;8.3;2019;https://www.kinopoisk.ru/film/957887;2020-01-03 11:24:11
487;Класс;7.814;7.9;2007;https://www.kinopoisk.ru/film/320230;2020-01-03 11:24:27
292;Квартира;8.019;8.3;1960;https://www.kinopoisk.ru/film/404;2020-01-03 11:24:19
293;Касабланка;8.023;8.5;1942;https://www.kinopoisk.ru/film/330;2020-01-03 11:24:19
22;Карты, деньги, два ствола;8.546;8.2;1998;https://www.kinopoisk.ru/film/522;2020-01-03 11:24:11
489;Капернаум;8.135;8.4;2018;https://www.kinopoisk.ru/film/1118042;2020-01-03 11:24:27
349;Калина красная;8.064;7.8;1973;https://www.kinopoisk.ru/film/44691;2020-01-03 11:24:19
126;Как украсть миллион;8.206;7.6;1966;https://www.kinopoisk.ru/film/10156;2020-01-03 11:24:11
415;Как приручить дракона 2;7.921;7.8;2014;https://www.kinopoisk.ru/film/512883;2020-01-03 11:24:27
57;Как приручить дракона;8.201;8.1;2010;https://www.kinopoisk.ru/film/280172;2020-01-03 11:24:11
115;Казино;8.125;8.2;1995;https://www.kinopoisk.ru/film/2494;2020-01-03 11:24:11
48;Кавказская пленница, или Новые приключения Шурика;8.457;8.4;1966;https://www.kinopoisk.ru/film/44745;2020-01-03 11:24:11
477;Ищите женщину  (ТВ);8.16;7.9;1982;https://www.kinopoisk.ru/film/77277;2020-01-03 11:24:27
181;Исчезнувшая;7.94;8.1;2014;https://www.kinopoisk.ru/film/692861;2020-01-03 11:24:11
243;История игрушек: Большой побег;7.805;8.3;2010;https://www.kinopoisk.ru/film/258328;2020-01-03 11:24:19
413;История игрушек;7.894;8.3;1995;https://www.kinopoisk.ru/film/482;2020-01-03 11:24:27
302;История Хатико;8.132;8.1;1987;https://www.kinopoisk.ru/film/38145;2020-01-03 11:24:19
390;Искусственный разум;7.917;7.2;2001;https://www.kinopoisk.ru/film/594;2020-01-03 11:24:19
382;Искупление;7.983;7.8;2007;https://www.kinopoisk.ru/film/255611;2020-01-03 11:24:19
197;Ирония судьбы, или С легким паром!  (ТВ);8.206;8.2;1975;https://www.kinopoisk.ru/film/77331;2020-01-03 11:24:11
189;Ип Ман;8.26;8.0;2008;https://www.kinopoisk.ru/film/409507;2020-01-03 11:24:11
18;Интерстеллар;8.59;8.6;2014;https://www.kinopoisk.ru/film/258687;2020-01-03 11:24:11
401;Интервью с вампиром;7.96;7.6;1994;https://www.kinopoisk.ru/film/8151;2020-01-03 11:24:27
388;Индиана Джонс: В поисках утраченного ковчега;7.997;8.4;1981;https://www.kinopoisk.ru/film/339;2020-01-03 11:24:19
182;Индиана Джонс и последний крестовый поход;8.065;8.2;1989;https://www.kinopoisk.ru/film/472;2020-01-03 11:24:11
194;Иллюзионист;8.012;7.6;2005;https://www.kinopoisk.ru/film/102198;2020-01-03 11:24:11
72;Изгой;8.252;7.8;2000;https://www.kinopoisk.ru/film/627;2020-01-03 11:24:11
249;Иди и смотри;8.077;8.3;1985;https://www.kinopoisk.ru/film/42571;2020-01-03 11:24:19
17;Игры разума;8.555;8.2;2001;https://www.kinopoisk.ru/film/530;2020-01-03 11:24:11
426;Игра по чужим правилам;7.866;7.2;2006;https://www.kinopoisk.ru/film/77423;2020-01-03 11:24:27
63;Игра;8.252;7.8;1997;https://www.kinopoisk.ru/film/12198;2020-01-03 11:24:11
250;Иваново детство;8.046;8.1;1962;https://www.kinopoisk.ru/film/42667;2020-01-03 11:24:19
10;Иван Васильевич меняет профессию;8.782;8.4;1973;https://www.kinopoisk.ru/film/42664;2020-01-03 11:24:11
475;Золушка;8.045;7.3;1949;https://www.kinopoisk.ru/film/8231;2020-01-03 11:24:27
499;Золушка;7.982;7.6;1947;https://www.kinopoisk.ru/film/45398;2020-01-03 11:24:27
155;Золотой теленок;8.192;8.4;1968;https://www.kinopoisk.ru/film/45389;2020-01-03 11:24:11
222;Золотая лихорадка;8.058;8.2;1925;https://www.kinopoisk.ru/film/478;2020-01-03 11:24:19
190;Знахарь;8.159;7.8;1981;https://www.kinopoisk.ru/film/80749;2020-01-03 11:24:11
228;Знакомьтесь, Джо Блэк;8.031;7.2;1998;https://www.kinopoisk.ru/film/5059;2020-01-03 11:24:19
447;Зеркало;8.07;8.1;1974;https://www.kinopoisk.ru/film/45275;2020-01-03 11:24:27
308;Земляничная поляна;8.011;8.2;1957;https://www.kinopoisk.ru/film/508;2020-01-03 11:24:19
269;Земля до начала времен;8.019;7.4;1988;https://www.kinopoisk.ru/film/7107;2020-01-03 11:24:19
2;Зеленая миля;9.061;8.6;1999;https://www.kinopoisk.ru/film/435;2020-01-03 11:24:11
99;Зеленая книга;8.324;8.2;2018;https://www.kinopoisk.ru/film/1108577;2020-01-03 11:24:11
191;Звёздочки на земле;8.126;8.4;2007;https://www.kinopoisk.ru/film/280562;2020-01-03 11:24:11
187;Звёздные войны: Эпизод 6 – Возвращение Джедая;8.15;8.3;1983;https://www.kinopoisk.ru/film/447;2020-01-03 11:24:11
227;Звёздные войны: Эпизод 5 – Империя наносит ответный удар;8.128;8.7;1980;https://www.kinopoisk.ru/film/338;2020-01-03 11:24:19
290;Звёздные войны: Эпизод 4 – Новая надежда;8.108;8.6;1977;https://www.kinopoisk.ru/film/333;2020-01-03 11:24:19
174;Звёздные войны: Эпизод 3 – Месть Ситхов;8.052;7.5;2005;https://www.kinopoisk.ru/film/5619;2020-01-03 11:24:11
473;Звёздные войны: Эпизод 1 – Скрытая угроза;7.9;6.5;1999;https://www.kinopoisk.ru/film/6695;2020-01-03 11:24:27
462;Звуки музыки;8.052;8.0;1965;https://www.kinopoisk.ru/film/7665;2020-01-03 11:24:27
71;Зверополис;8.295;8.0;2016;https://www.kinopoisk.ru/film/775276;2020-01-03 11:24:11
162;Заплати другому;8.075;7.2;2000;https://www.kinopoisk.ru/film/782;2020-01-03 11:24:11
42;Запах женщины;8.451;8.0;1992;https://www.kinopoisk.ru/film/4871;2020-01-03 11:24:11
261;Заложница;7.913;7.8;2007;https://www.kinopoisk.ru/film/276376;2020-01-03 11:24:19
364;Законопослушный гражданин;8.007;7.4;2009;https://www.kinopoisk.ru/film/406408;2020-01-03 11:24:19
207;Загадочная история Бенджамина Баттона;8.044;7.8;2008;https://www.kinopoisk.ru/film/81555;2020-01-03 11:24:19
342;Завтрак у Тиффани;8.095;7.7;1961;https://www.kinopoisk.ru/film/17721;2020-01-03 11:24:19
225;Завтра была война;8.033;7.8;1987;https://www.kinopoisk.ru/film/45244;2020-01-03 11:24:19
476;За пригоршню долларов;8.018;8.0;1964;https://www.kinopoisk.ru/film/8455;2020-01-03 11:24:27
474;За бортом;7.992;6.9;1987;https://www.kinopoisk.ru/film/16115;2020-01-03 11:24:27
439;Жить;8.137;8.3;1952;https://www.kinopoisk.ru/film/64131;2020-01-03 11:24:27
11;Жизнь прекрасна;8.626;8.6;1997;https://www.kinopoisk.ru/film/381;2020-01-03 11:24:11
461;Жизнь как чудо;7.887;7.6;2004;https://www.kinopoisk.ru/film/48555;2020-01-03 11:24:27
93;Жизнь других;8.068;8.4;2006;https://www.kinopoisk.ru/film/126196;2020-01-03 11:24:11
361;Жизнь в розовом цвете;7.901;7.6;2007;https://www.kinopoisk.ru/film/197134;2020-01-03 11:24:19
235;Жизнь Пи;7.821;7.9;2012;https://www.kinopoisk.ru/film/158786;2020-01-03 11:24:19
137;Жизнь Дэвида Гейла;8.057;7.6;2002;https://www.kinopoisk.ru/film/738;2020-01-03 11:24:11
203;Жестокий романс;8.083;8.0;1984;https://www.kinopoisk.ru/film/45314;2020-01-03 11:24:19
209;Дурак;8.056;8.0;2014;https://www.kinopoisk.ru/film/808639;2020-01-03 11:24:19
314;Другие;7.937;7.6;2001;https://www.kinopoisk.ru/film/494;2020-01-03 11:24:19
12;Достучаться до небес;8.629;8.0;1997;https://www.kinopoisk.ru/film/32898;2020-01-03 11:24:11
363;Дорога;8.033;8.0;1954;https://www.kinopoisk.ru/film/531;2020-01-03 11:24:19
408;Дом, в котором я живу;8.056;7.6;1957;https://www.kinopoisk.ru/film/44270;2020-01-03 11:24:27
304;Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу;8.062;8.4;1963;https://www.kinopoisk.ru/film/334;2020-01-03 11:24:19
283;Доживем до понедельника;8.091;8.0;1968;https://www.kinopoisk.ru/film/44299;2020-01-03 11:24:19
239;Догвилль;7.932;8.0;2003;https://www.kinopoisk.ru/film/7226;2020-01-03 11:24:19
121;Добро пожаловать, или Посторонним вход воспрещен;8.264;8.1;1964;https://www.kinopoisk.ru/film/44238;2020-01-03 11:24:11
84;Дневник памяти;8.257;7.8;2004;https://www.kinopoisk.ru/film/3561;2020-01-03 11:24:11
427;Джон Ф. Кеннеди: Выстрелы в Далласе;7.873;8.0;1991;https://www.kinopoisk.ru/film/1107;2020-01-03 11:24:27
112;Джокер;8.108;8.7;2019;https://www.kinopoisk.ru/film/1048334;2020-01-03 11:24:11
35;Джентльмены удачи;8.526;8.5;1971;https://www.kinopoisk.ru/film/44386;2020-01-03 11:24:11
59;Джанго освобожденный;8.181;8.4;2012;https://www.kinopoisk.ru/film/586397;2020-01-03 11:24:11
338;Дети Дон-Кихота;8.192;7.5;1966;https://www.kinopoisk.ru/film/44159;2020-01-03 11:24:19
297;Десять негритят;8.14;7.9;1987;https://www.kinopoisk.ru/film/44156;2020-01-03 11:24:19
117;День сурка;8.104;8.0;1993;https://www.kinopoisk.ru/film/527;2020-01-03 11:24:11
354;Деловые люди;8.159;7.7;1963;https://www.kinopoisk.ru/film/44128;2020-01-03 11:24:19
107;Девчата;8.355;8.0;1962;https://www.kinopoisk.ru/film/44168;2020-01-03 11:24:11
433;Девушка на мосту;7.863;7.6;1999;https://www.kinopoisk.ru/film/47397;2020-01-03 11:24:27
251;Девочка, покорившая время;7.962;7.8;2006;https://www.kinopoisk.ru/film/273209;2020-01-03 11:24:19
367;Двухсотлетний человек;7.984;6.9;1999;https://www.kinopoisk.ru/film/7640;2020-01-03 11:24:19
395;Двойная страховка;7.978;8.3;1944;https://www.kinopoisk.ru/film/364;2020-01-03 11:24:19
369;Двенадцать месяцев;8.022;7.5;1956;https://www.kinopoisk.ru/film/46788;2020-01-03 11:24:19
417;Грязные танцы;8.049;7.0;1987;https://www.kinopoisk.ru/film/1996;2020-01-03 11:24:27
264;Грань будущего;7.939;7.9;2014;https://www.kinopoisk.ru/film/505851;2020-01-03 11:24:19
67;Гран Торино;8.131;8.1;2008;https://www.kinopoisk.ru/film/408410;2020-01-03 11:24:11
430;Город грехов;7.849;8.0;2005;https://www.kinopoisk.ru/film/77443;2020-01-03 11:24:27
435;Город героев;7.926;7.8;2014;https://www.kinopoisk.ru/film/693126;2020-01-03 11:24:27
125;Город Бога;8.018;8.6;2002;https://www.kinopoisk.ru/film/439;2020-01-03 11:24:11
102;Гонка;8.08;8.1;2013;https://www.kinopoisk.ru/film/596125;2020-01-03 11:24:11
150;Головоломка;8.007;8.2;2015;https://www.kinopoisk.ru/film/645118;2020-01-03 11:24:11
350;Гнев;7.908;7.7;2004;https://www.kinopoisk.ru/film/6889;2020-01-03 11:24:19
19;Гладиатор;8.578;8.5;2000;https://www.kinopoisk.ru/film/474;2020-01-03 11:24:11
368;Герой;7.905;7.9;2002;https://www.kinopoisk.ru/film/889;2020-01-03 11:24:19
238;Гаттака;7.948;7.8;1997;https://www.kinopoisk.ru/film/5012;2020-01-03 11:24:19
211;Гарри Поттер и философский камень;8.201;7.6;2001;https://www.kinopoisk.ru/film/689;2020-01-03 11:24:19
200;Гарри Поттер и узник Азкабана;8.136;7.9;2004;https://www.kinopoisk.ru/film/322;2020-01-03 11:24:11
445;Гарри Поттер и Тайная комната;8.032;7.4;2002;https://www.kinopoisk.ru/film/688;2020-01-03 11:24:27
214;Гарри Поттер и Дары Смерти: Часть II;8.091;8.1;2011;https://www.kinopoisk.ru/film/407636;2020-01-03 11:24:19
301;Гараж;8.017;8.1;1979;https://www.kinopoisk.ru/film/44467;2020-01-03 11:24:19
166;Ганди;8.065;8.0;1982;https://www.kinopoisk.ru/film/513;2020-01-03 11:24:11
275;Гангстер;7.936;7.8;2007;https://www.kinopoisk.ru/film/252156;2020-01-03 11:24:19
317;Гамлет;8.045;8.3;1964;https://www.kinopoisk.ru/film/44457;2020-01-03 11:24:19
481;Вторая жизнь Уве;7.881;7.7;2015;https://www.kinopoisk.ru/film/848894;2020-01-03 11:24:27
384;Всё о Еве;8.008;8.2;1950;https://www.kinopoisk.ru/film/372;2020-01-03 11:24:19
366;Вспоминая Титанов;7.956;7.8;2000;https://www.kinopoisk.ru/film/799;2020-01-03 11:24:19
396;Время цыган;7.942;8.3;1988;https://www.kinopoisk.ru/film/63782;2020-01-03 11:24:19
266;Восхождение;8.029;8.3;1976;https://www.kinopoisk.ru/film/7765;2020-01-03 11:24:19
463;Волшебная страна;7.879;7.7;2004;https://www.kinopoisk.ru/film/4511;2020-01-03 11:24:27
490;Война и мир: Андрей Болконский;8.033;8.2;1965;https://www.kinopoisk.ru/film/45817;2020-01-03 11:24:27
432;Война и мир;8.077;8.3;1965;https://www.kinopoisk.ru/film/38898;2020-01-03 11:24:27
168;Воин;8.029;8.2;2011;https://www.kinopoisk.ru/film/442568;2020-01-03 11:24:11
400;Возвращение;7.851;8.0;2003;https://www.kinopoisk.ru/film/47040;2020-01-03 11:24:19
184;Военный ныряльщик;8.051;7.2;2000;https://www.kinopoisk.ru/film/751;2020-01-03 11:24:11
33;Властелин колец: Две крепости;8.564;8.7;2002;https://www.kinopoisk.ru/film/312;2020-01-03 11:24:11
20;Властелин колец: Возвращение Короля;8.621;8.9;2003;https://www.kinopoisk.ru/film/3498;2020-01-03 11:24:11
29;Властелин колец: Братство кольца;8.568;8.8;2001;https://www.kinopoisk.ru/film/328;2020-01-03 11:24:11
265;Взвод;8.009;8.1;1986;https://www.kinopoisk.ru/film/468;2020-01-03 11:24:19
163;Вечное сияние чистого разума;8.024;8.3;2004;https://www.kinopoisk.ru/film/5492;2020-01-03 11:24:11
256;Весна, лето, осень, зима... и снова весна;7.911;8.0;2003;https://www.kinopoisk.ru/film/47814;2020-01-03 11:24:19
288;Весна на Заречной улице;7.912;7.6;1956;https://www.kinopoisk.ru/film/45748;2020-01-03 11:24:19
282;Великий диктатор;8.067;8.5;1940;https://www.kinopoisk.ru/film/431;2020-01-03 11:24:19
440;Великий Гэтсби;7.939;7.3;2013;https://www.kinopoisk.ru/film/463724;2020-01-03 11:24:27
348;Великан;7.938;7.3;1998;https://www.kinopoisk.ru/film/4384;2020-01-03 11:24:19
486;Ведьмина служба доставки;8.042;7.9;1989;https://www.kinopoisk.ru/film/2428;2020-01-03 11:24:27
230;Вверх;7.984;8.2;2009;https://www.kinopoisk.ru/film/325381;2020-01-03 11:24:19
450;Варвара-краса, длинная коса;8.06;7.3;1970;https://www.kinopoisk.ru/film/45665;2020-01-03 11:24:27
165;Вам и не снилось...;8.189;7.9;1980;https://www.kinopoisk.ru/film/45660;2020-01-03 11:24:11
373;Ва-банк;8.01;7.9;1981;https://www.kinopoisk.ru/film/32371;2020-01-03 11:24:19
30;ВАЛЛ·И;8.306;8.4;2008;https://www.kinopoisk.ru/film/279102;2020-01-03 11:24:11
160;В случае убийства набирайте «М»;8.113;8.2;1954;https://www.kinopoisk.ru/film/9028;2020-01-03 11:24:11
443;В поисках Немо;7.867;8.1;2003;https://www.kinopoisk.ru/film/7908;2020-01-03 11:24:27
78;В погоне за счастьем;8.248;8.0;2006;https://www.kinopoisk.ru/film/104938;2020-01-03 11:24:11
456;В лес, где мерцают светлячки;8.242;7.9;2011;https://www.kinopoisk.ru/film/635553;2020-01-03 11:24:27
279;В диких условиях;7.924;8.1;2007;https://www.kinopoisk.ru/film/252626;2020-01-03 11:24:19
43;В джазе только девушки;8.461;8.2;1959;https://www.kinopoisk.ru/film/356;2020-01-03 11:24:11
28;В бой идут одни «старики»;8.709;8.4;1973;https://www.kinopoisk.ru/film/25108;2020-01-03 11:24:11
494;В августе 44-го;7.885;7.5;2001;https://www.kinopoisk.ru/film/41381;2020-01-03 11:24:27
458;Бэтмен: Начало;7.906;8.2;2005;https://www.kinopoisk.ru/film/47237;2020-01-03 11:24:27
383;Бэмби;8.074;7.3;1942;https://www.kinopoisk.ru/film/8154;2020-01-03 11:24:19
309;Бумажная луна;8.068;8.0;1973;https://www.kinopoisk.ru/film/5033;2020-01-03 11:24:19
289;Бронкская история;7.987;7.8;1993;https://www.kinopoisk.ru/film/7466;2020-01-03 11:24:19
24;Бриллиантовая рука;8.517;8.5;1968;https://www.kinopoisk.ru/film/46225;2020-01-03 11:24:11
393;Брестская крепость;7.958;7.5;2010;https://www.kinopoisk.ru/film/436263;2020-01-03 11:24:19
202;Брат 2;8.094;7.8;2000;https://www.kinopoisk.ru/film/41520;2020-01-03 11:24:19
103;Брат;8.229;8.0;1997;https://www.kinopoisk.ru/film/41519;2020-01-03 11:24:11
485;Босоногий Гэн;8.013;8.0;1983;https://www.kinopoisk.ru/film/252330;2020-01-03 11:24:27
303;Босиком по мостовой;7.923;7.2;2005;https://www.kinopoisk.ru/film/81584;2020-01-03 11:24:19
31;Большой куш;8.535;8.3;2000;https://www.kinopoisk.ru/film/526;2020-01-03 11:24:11
465;Большой;7.915;7.3;1988;https://www.kinopoisk.ru/film/4688;2020-01-03 11:24:27
411;Большая прогулка;8.095;8.0;1966;https://www.kinopoisk.ru/film/61815;2020-01-03 11:24:27
9;Бойцовский клуб;8.645;8.8;1999;https://www.kinopoisk.ru/film/361;2020-01-03 11:24:11
403;Богемская рапсодия;7.956;8.0;2018;https://www.kinopoisk.ru/film/568289;2020-01-03 11:24:27
151;Блеф;8.233;7.5;1976;https://www.kinopoisk.ru/film/10179;2020-01-03 11:24:11
231;Билли Эллиот;7.917;7.7;2000;https://www.kinopoisk.ru/film/610;2020-01-03 11:24:19
161;Бешеные псы;8.116;8.3;1991;https://www.kinopoisk.ru/film/394;2020-01-03 11:24:11
419;Бесславные ублюдки;7.885;8.3;2009;https://www.kinopoisk.ru/film/9691;2020-01-03 11:24:27
198;Берегись автомобиля;8.166;8.2;1966;https://www.kinopoisk.ru/film/46089;2020-01-03 11:24:11
284;Бен-Гур;8.072;8.1;1959;https://www.kinopoisk.ru/film/436;2020-01-03 11:24:19
173;Белый плен;8.121;7.3;2005;https://www.kinopoisk.ru/film/79204;2020-01-03 11:24:11
79;Белый Бим Черное ухо;8.371;8.2;1976;https://www.kinopoisk.ru/film/46068;2020-01-03 11:24:11
344;Белые росы;8.203;7.6;1984;https://www.kinopoisk.ru/film/46080;2020-01-03 11:24:19
428;Белорусский вокзал;8.064;7.9;1971;https://www.kinopoisk.ru/film/46063;2020-01-03 11:24:27
399;Белое солнце пустыни;8.03;7.9;1969;https://www.kinopoisk.ru/film/46066;2020-01-03 11:24:19
469;Безумный Макс: Дорога ярости;7.813;8.1;2015;https://www.kinopoisk.ru/film/453406;2020-01-03 11:24:27
353;Безумно влюбленный;8.115;7.0;1981;https://www.kinopoisk.ru/film/147969;2020-01-03 11:24:19
493;Беглецы;7.941;7.1;1986;https://www.kinopoisk.ru/film/20897;2020-01-03 11:24:27
407;Беглец;7.888;7.8;1993;https://www.kinopoisk.ru/film/3915;2020-01-03 11:24:27
496;Бег;8.068;7.8;1970;https://www.kinopoisk.ru/film/46047;2020-01-03 11:24:27
88;Балто;8.329;7.1;1995;https://www.kinopoisk.ru/film/7097;2020-01-03 11:24:11
104;Баллада о солдате;8.249;8.2;1959;https://www.kinopoisk.ru/film/46019;2020-01-03 11:24:11
459;Афоня;8.03;7.9;1975;https://www.kinopoisk.ru/film/43423;2020-01-03 11:24:27
133;Афера;8.14;8.3;1973;https://www.kinopoisk.ru/film/383;2020-01-03 11:24:11
236;Аты-баты, шли солдаты...;8.106;7.8;1976;https://www.kinopoisk.ru/film/43553;2020-01-03 11:24:19
118;Артист;7.941;7.9;2011;https://www.kinopoisk.ru/film/539550;2020-01-03 11:24:11
169;Апокалипсис сегодня;8.146;8.4;1979;https://www.kinopoisk.ru/film/354;2020-01-03 11:24:11
213;Апокалипсис;7.96;7.8;2006;https://www.kinopoisk.ru/film/160977;2020-01-03 11:24:19
172;Андрей Рублев;8.169;8.2;1966;https://www.kinopoisk.ru/film/8385;2020-01-03 11:24:11
370;Андеграунд;7.92;8.1;1995;https://www.kinopoisk.ru/film/7698;2020-01-03 11:24:19
325;Анастасия;8.077;7.1;1997;https://www.kinopoisk.ru/film/2513;2020-01-03 11:24:19
34;Американская история X;8.296;8.5;1998;https://www.kinopoisk.ru/film/382;2020-01-03 11:24:11
157;Амели;7.997;8.3;2001;https://www.kinopoisk.ru/film/341;2020-01-03 11:24:11
95;Амадей;8.154;8.3;1984;https://www.kinopoisk.ru/film/397;2020-01-03 11:24:11
120;Аладдин;8.129;8.0;1992;https://www.kinopoisk.ru/film/2361;2020-01-03 11:24:11
96;Адвокат дьявола;8.164;7.5;1997;https://www.kinopoisk.ru/film/3797;2020-01-03 11:24:11
286;Август Раш;7.976;7.5;2007;https://www.kinopoisk.ru/film/86566;2020-01-03 11:24:19
226;Аватар;7.94;7.8;2009;https://www.kinopoisk.ru/film/251733;2020-01-03 11:24:19
129;Ford против Ferrari;8.185;8.3;2019;https://www.kinopoisk.ru/film/835086;2020-01-03 11:24:11
360;5 сантиметров в секунду;7.917;7.6;2007;https://www.kinopoisk.ru/film/280961;2020-01-03 11:24:19
341;38-я параллель;7.925;8.1;2004;https://www.kinopoisk.ru/film/80221;2020-01-03 11:24:19
136;12 стульев;8.245;8.3;1971;https://www.kinopoisk.ru/film/46789;2020-01-03 11:24:11
41;12 разгневанных мужчин;8.51;8.9;1956;https://www.kinopoisk.ru/film/346;2020-01-03 11:24:11
5;1+1;8.807;8.5;2011;https://www.kinopoisk.ru/film/535341;2020-01-03 11:24:11
49;...А зори здесь тихие;8.504;8.2;1972;https://www.kinopoisk.ru/film/43395;2020-01-03 11:24:11
